Ensembl Protein ID	Ensembl Gene ID	Associated Gene Name
ENSP00000370410	ENSG00000107186	MPDZ
ENSP00000360811	ENSG00000107187	LHX3
ENSP00000369213	ENSG00000107201	DDX58
ENSP00000224073	ENSG00000107223	EDF1
ENSP00000265382	ENSG00000107242	PIP5K1B
ENSP00000371398	ENSG00000107249	GLIS3
ENSP00000420514	ENSG00000107262	BAG1
ENSP00000361264	ENSG00000107263	RAPGEF1
ENSP00000360660	ENSG00000107281	NPDC1
ENSP00000265381	ENSG00000107282	APBA1
ENSP00000224140	ENSG00000107290	SETX
ENSP00000369981	ENSG00000107295	SH3GL2
ENSP00000360687	ENSG00000107317	PTGDS
ENSP00000344155	ENSG00000107331	ABCA2
ENSP00000366936	ENSG00000107338	SHB
ENSP00000263228	ENSG00000107341	UBE2R2
ENSP00000366240	ENSG00000107362	ABHD17B
ENSP00000323046	ENSG00000107371	EXOSC3
ENSP00000237937	ENSG00000107372	ZFAND5
ENSP00000368169	ENSG00000107404	DVL1
ENSP00000360305	ENSG00000107438	PDLIM1
ENSP00000360216	ENSG00000107447	DNTT
ENSP00000368632	ENSG00000107485	GATA3
ENSP00000347152	ENSG00000107518	ATRNL1
ENSP00000326649	ENSG00000107521	HPS1
ENSP00000263038	ENSG00000107537	PHYH
ENSP00000339692	ENSG00000107551	RASSF4
ENSP00000315659	ENSG00000107554	DNMBP
ENSP00000347839	ENSG00000107560	RAB11FIP2
ENSP00000379140	ENSG00000107562	CXCL12
ENSP00000384900	ENSG00000107566	ERLIN1
ENSP00000358140	ENSG00000107581	EIF3A
ENSP00000325296	ENSG00000107593	PKD2L1
ENSP00000367064	ENSG00000107611	CUBN
ENSP00000367030	ENSG00000107614	TRDMT1
ENSP00000224605	ENSG00000107623	GDF10
ENSP00000362687	ENSG00000107625	DDX50
ENSP00000353483	ENSG00000107643	MAPK8
ENSP00000358071	ENSG00000107651	SEC23IP
ENSP00000224652	ENSG00000107669	ATE1
ENSP00000358019	ENSG00000107672	NSMCE4A
ENSP00000357986	ENSG00000107679	PLEKHA1
ENSP00000334329	ENSG00000107731	UNC5B
ENSP00000381768	ENSG00000107736	CDH23
ENSP00000321108	ENSG00000107742	SPOCK2
ENSP00000354415	ENSG00000107745	MICU1
ENSP00000378306	ENSG00000107758	PPP3CB
ENSP00000361064	ENSG00000107789	MINPP1
ENSP00000224784	ENSG00000107796	ACTA2
ENSP00000337354	ENSG00000107798	LIPA
ENSP00000359215	ENSG00000107807	TLX1
ENSP00000309595	ENSG00000107815	C10orf2
ENSP00000359240	ENSG00000107816	LZTS2
ENSP00000224807	ENSG00000107819	SFXN3
ENSP00000321797	ENSG00000107831	FGF8
ENSP00000359128	ENSG00000107833	NPM3
ENSP00000360689	ENSG00000107854	TNKS2
ENSP00000359019	ENSG00000107859	PITX3
ENSP00000359000	ENSG00000107862	GBF1
ENSP00000379709	ENSG00000107863	ARHGAP21
ENSP00000265997	ENSG00000107864	CPEB3
ENSP00000224862	ENSG00000107872	FBXL15
ENSP00000358953	ENSG00000107874	CUEDC2
ENSP00000358918	ENSG00000107882	SUFU
ENSP00000379568	ENSG00000107897	ACBD5
ENSP00000357835	ENSG00000107902	LHPP
ENSP00000326128	ENSG00000107929	LARP4B
ENSP00000354040	ENSG00000107937	GTPBP4
ENSP00000349244	ENSG00000107938	EDRF1
ENSP00000357748	ENSG00000107949	BCCIP
ENSP00000263063	ENSG00000107951	MTPAP
ENSP00000358795	ENSG00000107954	NEURL1
ENSP00000348215	ENSG00000107957	SH3PXD2A
ENSP00000370377	ENSG00000107959	PITRM1
ENSP00000224950	ENSG00000107960	OBFC1
ENSP00000263056	ENSG00000107968	MAP3K8
ENSP00000363081	ENSG00000107984	DKK1
ENSP00000357637	ENSG00000108001	EBF3
ENSP00000330836	ENSG00000108010	GLRX3
ENSP00000345964	ENSG00000108018	SORCS1
ENSP00000328426	ENSG00000108021	FAM208B
ENSP00000421566	ENSG00000108039	XPNPEP1
ENSP00000354720	ENSG00000108055	SMC3
ENSP00000358464	ENSG00000108061	SHOC2
ENSP00000420588	ENSG00000108064	TFAM
ENSP00000263102	ENSG00000108091	CCDC6
ENSP00000444856	ENSG00000108094	CUL2
ENSP00000363836	ENSG00000108100	CCNY
ENSP00000264552	ENSG00000108106	UBE2S
ENSP00000401450	ENSG00000108107	RPL28
ENSP00000334474	ENSG00000108175	ZMIZ1
ENSP00000225171	ENSG00000108176	DNAJC12
ENSP00000225174	ENSG00000108179	PPIF
ENSP00000308466	ENSG00000108187	PBLD
ENSP00000360472	ENSG00000108231	LGI1
ENSP00000285979	ENSG00000108242	CYP2C18
ENSP00000225387	ENSG00000108255	CRYBA1
ENSP00000225388	ENSG00000108256	NUFIP2
ENSP00000378338	ENSG00000108262	GIT1
ENSP00000225396	ENSG00000108264	TADA2A
ENSP00000225402	ENSG00000108270	AATF
ENSP00000251312	ENSG00000108272	DHRS11
ENSP00000225410	ENSG00000108278	ZNHIT3
ENSP00000316426	ENSG00000108292	MLLT6
ENSP00000225426	ENSG00000108294	PSMB3
ENSP00000225428	ENSG00000108296	CWC25
ENSP00000225430	ENSG00000108298	RPL19
ENSP00000264658	ENSG00000108306	FBXL20
ENSP00000410862	ENSG00000108309	RUNDC3A
ENSP00000302640	ENSG00000108312	UBTF
ENSP00000225474	ENSG00000108342	CSF3
ENSP00000264639	ENSG00000108344	PSMD3
ENSP00000264645	ENSG00000108349	CASC3
ENSP00000262406	ENSG00000108370	RGS9
ENSP00000385328	ENSG00000108375	RNF43
ENSP00000225512	ENSG00000108379	WNT3
ENSP00000263080	ENSG00000108381	ASPA
ENSP00000336701	ENSG00000108384	RAD51C
ENSP00000321674	ENSG00000108387	Sep-04
ENSP00000325285	ENSG00000108389	MTMR4
ENSP00000262294	ENSG00000108395	TRIM37
ENSP00000225538	ENSG00000108405	P2RX1
ENSP00000251241	ENSG00000108406	DHX40
ENSP00000320797	ENSG00000108423	TUBD1
ENSP00000290158	ENSG00000108424	KPNB1
ENSP00000225567	ENSG00000108433	GOSR2
ENSP00000225573	ENSG00000108439	PNPO
ENSP00000225577	ENSG00000108443	RPS6KB1
ENSP00000344683	ENSG00000108465	CDK5RAP3
ENSP00000225603	ENSG00000108468	CBX1
ENSP00000317636	ENSG00000108469	RECQL5
ENSP00000225609	ENSG00000108474	PIGL
ENSP00000225614	ENSG00000108479	GALK1
ENSP00000414237	ENSG00000108506	INTS2
ENSP00000412886	ENSG00000108509	CAMTA2
ENSP00000380888	ENSG00000108510	MED13
ENSP00000225648	ENSG00000108511	HOXB6
ENSP00000324105	ENSG00000108515	ENO3
ENSP00000225655	ENSG00000108518	PFN1
ENSP00000262482	ENSG00000108523	RNF167
ENSP00000225665	ENSG00000108528	SLC25A11
ENSP00000225688	ENSG00000108551	RASD1
ENSP00000293780	ENSG00000108556	CHRNE
ENSP00000323074	ENSG00000108557	RAI1
ENSP00000458954	ENSG00000108559	NUP88
ENSP00000225698	ENSG00000108561	C1QBP
ENSP00000261707	ENSG00000108576	SLC6A4
ENSP00000261714	ENSG00000108578	BLMH
ENSP00000225719	ENSG00000108582	CPD
ENSP00000225724	ENSG00000108587	GOSR1
ENSP00000225726	ENSG00000108588	CCDC47
ENSP00000225728	ENSG00000108590	MED31
ENSP00000225729	ENSG00000108591	DRG2
ENSP00000396673	ENSG00000108592	FTSJ3
ENSP00000225737	ENSG00000108599	AKAP10
ENSP00000225740	ENSG00000108602	ALDH3A1
ENSP00000392617	ENSG00000108604	SMARCD2
ENSP00000388666	ENSG00000108622	ICAM2
ENSP00000225777	ENSG00000108639	SYNGR2
ENSP00000261499	ENSG00000108641	B9D1
ENSP00000261708	ENSG00000108651	UTP6
ENSP00000225792	ENSG00000108654	DDX5
ENSP00000225805	ENSG00000108666	C17orf75
ENSP00000354398	ENSG00000108669	CYTH1
ENSP00000261712	ENSG00000108671	PSMD11
ENSP00000262776	ENSG00000108679	LGALS3BP
ENSP00000225823	ENSG00000108684	ASIC2
ENSP00000367832	ENSG00000108688	CCL7
ENSP00000225831	ENSG00000108691	CCL2
ENSP00000378118	ENSG00000108700	CCL8
ENSP00000225842	ENSG00000108702	CCL1
ENSP00000225873	ENSG00000108733	PEX12
ENSP00000225893	ENSG00000108753	HNF1B
ENSP00000251642	ENSG00000108771	DHX58
ENSP00000225916	ENSG00000108773	KAT2A
ENSP00000345689	ENSG00000108774	RAB5C
ENSP00000225927	ENSG00000108784	NAGLU
ENSP00000466799	ENSG00000108786	HSD17B1
ENSP00000246912	ENSG00000108788	MLX
ENSP00000264638	ENSG00000108797	CNTNAP1
ENSP00000225941	ENSG00000108798	ABI3
ENSP00000404658	ENSG00000108799	EZH1
ENSP00000240306	ENSG00000108813	DLX4
ENSP00000225964	ENSG00000108821	COL1A1
ENSP00000262018	ENSG00000108823	SGCA
ENSP00000386621	ENSG00000108825	PTGES3L-AARSD1
ENSP00000225969	ENSG00000108826	MRPL27
ENSP00000347872	ENSG00000108828	VAT1
ENSP00000225972	ENSG00000108829	LRRC59
ENSP00000466680	ENSG00000108830	RND2
ENSP00000251535	ENSG00000108839	ALOX12
ENSP00000225983	ENSG00000108840	HDAC5
ENSP00000285238	ENSG00000108846	ABCC3
ENSP00000240304	ENSG00000108848	LUC7L3
ENSP00000225992	ENSG00000108849	PPY
ENSP00000269095	ENSG00000108852	MPP2
ENSP00000262435	ENSG00000108854	SMURF2
ENSP00000226004	ENSG00000108861	DUSP3
ENSP00000226021	ENSG00000108878	CACNG1
ENSP00000392094	ENSG00000108883	EFTUD2
ENSP00000226067	ENSG00000108924	HLF
ENSP00000351410	ENSG00000108946	PRKAR1A
ENSP00000226091	ENSG00000108947	EFNB3
ENSP00000264335	ENSG00000108953	YWHAE
ENSP00000262065	ENSG00000108960	MMD
ENSP00000226105	ENSG00000108961	RANGRF
ENSP00000263083	ENSG00000108963	DPH1
ENSP00000468348	ENSG00000108984	MAP2K6
ENSP00000378887	ENSG00000109016	DHRS7B
ENSP00000262394	ENSG00000109046	WSB1
ENSP00000226193	ENSG00000109047	RCVRN
ENSP00000226207	ENSG00000109061	MYH1
ENSP00000262613	ENSG00000109062	SLC9A3R1
ENSP00000226209	ENSG00000109063	MYH3
ENSP00000350467	ENSG00000109065	NAT9
ENSP00000334849	ENSG00000109066	TMEM104
ENSP00000226225	ENSG00000109079	TNFAIP1
ENSP00000226230	ENSG00000109084	TMEM97
ENSP00000336587	ENSG00000109089	CDR2L
ENSP00000308937	ENSG00000109099	PMP22
ENSP00000226247	ENSG00000109101	FOXN1
ENSP00000337040	ENSG00000109103	UNC119
ENSP00000226253	ENSG00000109107	ALDOC
ENSP00000319104	ENSG00000109111	SUPT6H
ENSP00000410403	ENSG00000109113	RAB34
ENSP00000329933	ENSG00000109118	PHF12
ENSP00000226382	ENSG00000109132	PHOX2B
ENSP00000422473	ENSG00000109133	TMEM33
ENSP00000264318	ENSG00000109158	GABRA4
ENSP00000226413	ENSG00000109163	GNRHR
ENSP00000264313	ENSG00000109171	SLAIN2
ENSP00000264312	ENSG00000109180	OCIAD1
ENSP00000265403	ENSG00000109181	UGT2B10
ENSP00000226432	ENSG00000109182	CWH43
ENSP00000334625	ENSG00000109184	DCUN1D4
ENSP00000407818	ENSG00000109189	USP46
ENSP00000226444	ENSG00000109193	SULT1E1
ENSP00000379401	ENSG00000109205	ODAM
ENSP00000263921	ENSG00000109220	CHIC2
ENSP00000264218	ENSG00000109255	NMU
ENSP00000264229	ENSG00000109265	KIAA1211
ENSP00000424183	ENSG00000109270	LAMTOR3
ENSP00000226524	ENSG00000109272	PF4V1
ENSP00000226574	ENSG00000109320	NFKB1
ENSP00000264487	ENSG00000109321	AREG
ENSP00000226578	ENSG00000109323	MANBA
ENSP00000349722	ENSG00000109332	UBE2D3
ENSP00000352157	ENSG00000109339	MAPK10
ENSP00000265495	ENSG00000109381	ELF2
ENSP00000265500	ENSG00000109390	NDUFC1
ENSP00000262999	ENSG00000109424	UCP1
ENSP00000262990	ENSG00000109445	ZNF330
ENSP00000262992	ENSG00000109452	INPP4B
ENSP00000262995	ENSG00000109458	GAB1
ENSP00000424198	ENSG00000109466	KLHL2
ENSP00000226730	ENSG00000109471	IL2
ENSP00000386104	ENSG00000109472	CPE
ENSP00000378160	ENSG00000109475	RPL34
ENSP00000226760	ENSG00000109501	WFS1
ENSP00000352248	ENSG00000109511	ANXA10
ENSP00000264954	ENSG00000109519	GRPEL1
ENSP00000226796	ENSG00000109534	GAR1
ENSP00000261514	ENSG00000109572	CLCN3
ENSP00000226840	ENSG00000109576	AADAT
ENSP00000265000	ENSG00000109586	GALNT7
ENSP00000336741	ENSG00000109606	DHX15
ENSP00000371554	ENSG00000109610	SOD3
ENSP00000371535	ENSG00000109618	SEPSECS
ENSP00000339659	ENSG00000109654	TRIM2
ENSP00000264784	ENSG00000109667	SLC2A9
ENSP00000281708	ENSG00000109670	FBXW7
ENSP00000264596	ENSG00000109674	NEIL3
ENSP00000226951	ENSG00000109684	CLNK
ENSP00000372347	ENSG00000109685	WHSC1
ENSP00000302913	ENSG00000109686	SH3D19
ENSP00000417569	ENSG00000109689	STIM2
ENSP00000371875	ENSG00000109705	NKX3-2
ENSP00000332646	ENSG00000109736	MFSD10
ENSP00000264428	ENSG00000109738	GLRB
ENSP00000265016	ENSG00000109743	BST1
ENSP00000264431	ENSG00000109756	RAPGEF2
ENSP00000372224	ENSG00000109758	HGFAC
ENSP00000264694	ENSG00000109762	SNX25
ENSP00000332681	ENSG00000109771	LRP2BP
ENSP00000264689	ENSG00000109775	UFSP2
ENSP00000261438	ENSG00000109787	KLF3
ENSP00000251496	ENSG00000109805	NCAPG
ENSP00000319501	ENSG00000109814	UGDH
ENSP00000264867	ENSG00000109819	PPARGC1A
ENSP00000263576	ENSG00000109832	DDX25
ENSP00000227251	ENSG00000109846	CRYAB
ENSP00000227256	ENSG00000109851	DBX1
ENSP00000392985	ENSG00000109854	HTATIP2
ENSP00000227266	ENSG00000109861	CTSC
ENSP00000330240	ENSG00000109881	CCDC34
ENSP00000338157	ENSG00000109906	ZBTB16
ENSP00000298937	ENSG00000109911	ELP4
ENSP00000227322	ENSG00000109917	ZNF259
ENSP00000303222	ENSG00000109919	MTCH2
ENSP00000263773	ENSG00000109920	FNBP4
ENSP00000264037	ENSG00000109927	TECTA
ENSP00000264027	ENSG00000109929	SC5D
ENSP00000227348	ENSG00000109943	CRTAM
ENSP00000307875	ENSG00000109956	B3GAT1
ENSP00000227378	ENSG00000109971	HSPA8
ENSP00000263314	ENSG00000109991	P2RX3
ENSP00000396896	ENSG00000110011	DNAJC4
ENSP00000366452	ENSG00000110025	SNX15
ENSP00000431284	ENSG00000110031	LPXN
ENSP00000227451	ENSG00000110042	DTX4
ENSP00000366475	ENSG00000110046	ATG2A
ENSP00000320516	ENSG00000110047	EHD1
ENSP00000263847	ENSG00000110048	OSBP
ENSP00000227471	ENSG00000110057	UNC93B1
ENSP00000227474	ENSG00000110060	PUS3
ENSP00000263579	ENSG00000110063	DCPS
ENSP00000305899	ENSG00000110066	SUV420H1
ENSP00000263578	ENSG00000110074	FOXRED1
ENSP00000377390	ENSG00000110075	PPP6R3
ENSP00000265459	ENSG00000110076	NRXN2
ENSP00000315878	ENSG00000110077	MS4A6A
ENSP00000338648	ENSG00000110079	MS4A4A
ENSP00000227495	ENSG00000110080	ST3GAL4
ENSP00000265641	ENSG00000110090	CPT1A
ENSP00000227507	ENSG00000110092	CCND1
ENSP00000227520	ENSG00000110104	CCDC86
ENSP00000227524	ENSG00000110107	PRPF19
ENSP00000227525	ENSG00000110108	TMEM109
ENSP00000335544	ENSG00000110148	CCKBR
ENSP00000265983	ENSG00000110169	HPX
ENSP00000340797	ENSG00000110171	TRIM3
ENSP00000319255	ENSG00000110172	CHORDC1
ENSP00000308137	ENSG00000110195	FOLR1
ENSP00000227618	ENSG00000110200	ANAPC15
ENSP00000227638	ENSG00000110218	PANX1
ENSP00000263674	ENSG00000110237	ARHGEF17
ENSP00000227665	ENSG00000110243	APOA5
ENSP00000350425	ENSG00000110244	APOA4
ENSP00000227667	ENSG00000110245	APOC3
ENSP00000278935	ENSG00000110274	CEP164
ENSP00000340281	ENSG00000110321	EIF4G2
ENSP00000227752	ENSG00000110324	IL10RA
ENSP00000227756	ENSG00000110328	GALNT18
ENSP00000227758	ENSG00000110330	BIRC2
ENSP00000387362	ENSG00000110344	UBE4A
ENSP00000264018	ENSG00000110367	DDX6
ENSP00000264031	ENSG00000110375	UPK2
ENSP00000264033	ENSG00000110395	CBL
ENSP00000264025	ENSG00000110400	PVRL1
ENSP00000304226	ENSG00000110422	HIPK3
ENSP00000315295	ENSG00000110427	KIAA1549L
ENSP00000265651	ENSG00000110429	FBXO3
ENSP00000227868	ENSG00000110435	PDHX
ENSP00000278379	ENSG00000110436	SLC1A2
ENSP00000263401	ENSG00000110442	COMMD9
ENSP00000227880	ENSG00000110446	SLC15A3
ENSP00000342681	ENSG00000110448	CD5
ENSP00000263776	ENSG00000110455	ACCS
ENSP00000227918	ENSG00000110484	SCGB2A2
ENSP00000352852	ENSG00000110492	MDK
ENSP00000318313	ENSG00000110497	AMBRA1
ENSP00000310933	ENSG00000110514	MADD
ENSP00000325958	ENSG00000110536	PTPMT1
ENSP00000367024	ENSG00000110583	NAA40
ENSP00000369897	ENSG00000110619	CARS
ENSP00000307859	ENSG00000110628	SLC22A18
ENSP00000263645	ENSG00000110651	CD81
ENSP00000393571	ENSG00000110660	SLC35F2
ENSP00000265840	ENSG00000110675	ELMOD1
ENSP00000331746	ENSG00000110680	CALCA
ENSP00000324948	ENSG00000110693	SOX6
ENSP00000228136	ENSG00000110696	C11orf58
ENSP00000348772	ENSG00000110697	PITPNM1
ENSP00000435777	ENSG00000110700	RPS13
ENSP00000279146	ENSG00000110711	AIP
ENSP00000316032	ENSG00000110713	NUP98
ENSP00000315774	ENSG00000110717	NDUFS8
ENSP00000265686	ENSG00000110719	TCIRG1
ENSP00000265689	ENSG00000110721	CHKA
ENSP00000265843	ENSG00000110723	EXPH5
ENSP00000265967	ENSG00000110756	HPS5
ENSP00000265963	ENSG00000110768	GTF2H1
ENSP00000376786	ENSG00000110777	POU2AF1
ENSP00000351342	ENSG00000110786	PTPN5
ENSP00000261405	ENSG00000110799	VWF
ENSP00000314724	ENSG00000110841	PPFIBP1
ENSP00000369634	ENSG00000110844	PRPF40B
ENSP00000228434	ENSG00000110848	CD69
ENSP00000228437	ENSG00000110851	PRDM4
ENSP00000228438	ENSG00000110852	CLEC2B
ENSP00000288532	ENSG00000110871	COQ5
ENSP00000228463	ENSG00000110876	SELPLG
ENSP00000261401	ENSG00000110880	CORO1C
ENSP00000228468	ENSG00000110881	ASIC1
ENSP00000228476	ENSG00000110887	DAO
ENSP00000298892	ENSG00000110888	CAPRIN2
ENSP00000228495	ENSG00000110906	KCTD10
ENSP00000378364	ENSG00000110911	SLC11A2
ENSP00000228506	ENSG00000110917	MLEC
ENSP00000228510	ENSG00000110921	MVK
ENSP00000228515	ENSG00000110925	CSRNP2
ENSP00000312741	ENSG00000110931	CAMKK2
ENSP00000267012	ENSG00000110934	BIN2
ENSP00000228534	ENSG00000110944	IL23A
ENSP00000262030	ENSG00000110955	ATP5B
ENSP00000262033	ENSG00000110958	PTGES3
ENSP00000445868	ENSG00000110987	BCL7A
ENSP00000330188	ENSG00000111011	RSRC2
ENSP00000228606	ENSG00000111012	CYP27B1
ENSP00000228641	ENSG00000111046	MYF6
ENSP00000228644	ENSG00000111049	MYF5
ENSP00000447488	ENSG00000111052	LIN7A
ENSP00000373487	ENSG00000111057	KRT18
ENSP00000449535	ENSG00000111058	ACSS3
ENSP00000319756	ENSG00000111077	TENC1
ENSP00000228682	ENSG00000111087	GLI1
ENSP00000228705	ENSG00000111110	PPM1H
ENSP00000325312	ENSG00000111142	METAP2
ENSP00000228740	ENSG00000111144	LTA4H
ENSP00000352702	ENSG00000111181	SLC6A12
ENSP00000308887	ENSG00000111186	WNT5B
ENSP00000319240	ENSG00000111196	MAGOHB
ENSP00000261740	ENSG00000111199	TRPV4
ENSP00000342307	ENSG00000111206	FOXM1
ENSP00000372067	ENSG00000111218	PRMT8
ENSP00000228820	ENSG00000111224	PARP11
ENSP00000228825	ENSG00000111229	ARPC3
ENSP00000442770	ENSG00000111231	GPN3
ENSP00000228837	ENSG00000111241	FGF6
ENSP00000228841	ENSG00000111245	MYL2
ENSP00000228843	ENSG00000111247	RAD51AP1
ENSP00000261726	ENSG00000111249	CUX2
ENSP00000345492	ENSG00000111252	SH2B3
ENSP00000228850	ENSG00000111254	AKAP3
ENSP00000371985	ENSG00000111262	KCNA1
ENSP00000228862	ENSG00000111266	DUSP16
ENSP00000228865	ENSG00000111269	CREBL2
ENSP00000389813	ENSG00000111271	ACAD10
ENSP00000261733	ENSG00000111275	ALDH2
ENSP00000228872	ENSG00000111276	CDKN1B
ENSP00000261745	ENSG00000111300	NAA25
ENSP00000353292	ENSG00000111319	SCNN1A
ENSP00000228918	ENSG00000111321	LTBR
ENSP00000380544	ENSG00000111325	OGFOD2
ENSP00000261692	ENSG00000111328	CDK2AP1
ENSP00000228928	ENSG00000111331	OAS3
ENSP00000342278	ENSG00000111335	OAS2
ENSP00000228938	ENSG00000111341	MGP
ENSP00000450244	ENSG00000111344	RASAL1
ENSP00000228945	ENSG00000111348	ARHGDIB
ENSP00000445162	ENSG00000111358	GTF2H3
ENSP00000416250	ENSG00000111361	EIF2B1
ENSP00000238146	ENSG00000111364	DDX55
ENSP00000381634	ENSG00000111371	SLC38A1
ENSP00000229002	ENSG00000111404	RERGL
ENSP00000397679	ENSG00000111405	ENDOU
ENSP00000447173	ENSG00000111424	VDR
ENSP00000229030	ENSG00000111432	FZD10
ENSP00000408295	ENSG00000111445	RFC5
ENSP00000376178	ENSG00000111450	STX2
ENSP00000262061	ENSG00000111481	COPZ1
ENSP00000229134	ENSG00000111536	IL26
ENSP00000229135	ENSG00000111537	IFNG
ENSP00000353444	ENSG00000111540	RAB5B
ENSP00000229179	ENSG00000111581	NUP107
ENSP00000229195	ENSG00000111596	CNOT2
ENSP00000450607	ENSG00000111602	TIMELESS
ENSP00000391774	ENSG00000111605	CPSF6
ENSP00000229214	ENSG00000111615	KRR1
ENSP00000229238	ENSG00000111639	MRPL51
ENSP00000229239	ENSG00000111640	GAPDH
ENSP00000382392	ENSG00000111641	NOP2
ENSP00000349508	ENSG00000111642	CHD4
ENSP00000229243	ENSG00000111644	ACRBP
ENSP00000279907	ENSG00000111647	UHRF1BP1L
ENSP00000229251	ENSG00000111652	COPS7A
ENSP00000380024	ENSG00000111653	ING4
ENSP00000229264	ENSG00000111664	GNB3
ENSP00000229266	ENSG00000111666	CHPT1
ENSP00000229268	ENSG00000111667	USP5
ENSP00000229270	ENSG00000111669	TPI1
ENSP00000299314	ENSG00000111670	GNPTAB
ENSP00000428338	ENSG00000111671	SPSB2
ENSP00000229277	ENSG00000111674	ENO2
ENSP00000349076	ENSG00000111676	ATN1
ENSP00000391592	ENSG00000111679	PTPN6
ENSP00000261407	ENSG00000111684	LPCAT3
ENSP00000261196	ENSG00000111700	SLCO1B3
ENSP00000229304	ENSG00000111701	APOBEC1
ENSP00000229307	ENSG00000111704	NANOG
ENSP00000443988	ENSG00000111707	SUDS3
ENSP00000229314	ENSG00000111711	GOLT1B
ENSP00000261195	ENSG00000111713	GYS2
ENSP00000229319	ENSG00000111716	LDHB
ENSP00000229328	ENSG00000111725	PRKAB1
ENSP00000229329	ENSG00000111726	CMAS
ENSP00000229330	ENSG00000111727	HCFC2
ENSP00000379353	ENSG00000111728	ST8SIA1
ENSP00000229332	ENSG00000111729	CLEC4A
ENSP00000334229	ENSG00000111731	C2CD5
ENSP00000229335	ENSG00000111732	AICDA
ENSP00000229340	ENSG00000111737	RAB35
ENSP00000229379	ENSG00000111775	COX6A1
ENSP00000450281	ENSG00000111780	AL021546.6
ENSP00000376583	ENSG00000111785	RIC8B
ENSP00000229390	ENSG00000111786	SRSF9
ENSP00000229395	ENSG00000111790	FGFR1OP2
ENSP00000229402	ENSG00000111796	KLRB1
ENSP00000325146	ENSG00000111799	COL12A1
ENSP00000367440	ENSG00000111802	TDP2
ENSP00000332151	ENSG00000111817	DSE
ENSP00000420357	ENSG00000111832	RWDD1
ENSP00000229554	ENSG00000111834	RSPH4A
ENSP00000313021	ENSG00000111837	MAK
ENSP00000368887	ENSG00000111845	PAK1IP1
ENSP00000265012	ENSG00000111846	GCNT2
ENSP00000368759	ENSG00000111859	NEDD9
ENSP00000357474	ENSG00000111860	CEP85L
ENSP00000229595	ENSG00000111875	ASF1A
ENSP00000314505	ENSG00000111877	MCM9
ENSP00000358497	ENSG00000111880	RNGTT
ENSP00000357453	ENSG00000111885	MAN1A1
ENSP00000386029	ENSG00000111886	GABRR2
ENSP00000342962	ENSG00000111897	SERINC1
ENSP00000229633	ENSG00000111911	HINT3
ENSP00000357341	ENSG00000111912	NCOA7
ENSP00000259698	ENSG00000111913	FAM65B
ENSP00000356433	ENSG00000111962	UST
ENSP00000229708	ENSG00000111981	ULBP1
ENSP00000229758	ENSG00000112029	FBXO5
ENSP00000356202	ENSG00000112031	MTRF1L
ENSP00000310928	ENSG00000112033	PPARD
ENSP00000394624	ENSG00000112038	OPRM1
ENSP00000229769	ENSG00000112039	FANCE
ENSP00000229771	ENSG00000112041	TULP1
ENSP00000347778	ENSG00000112053	SLC26A8
ENSP00000229794	ENSG00000112062	MAPK14
ENSP00000360217	ENSG00000112077	RHAG
ENSP00000362836	ENSG00000112078	KCTD20
ENSP00000229812	ENSG00000112079	STK38
ENSP00000362820	ENSG00000112081	SRSF3
ENSP00000356022	ENSG00000112096	SOD2
ENSP00000356001	ENSG00000112110	MRPL18
ENSP00000344192	ENSG00000112115	IL17A
ENSP00000337432	ENSG00000112116	IL17F
ENSP00000229854	ENSG00000112118	MCM3
ENSP00000362578	ENSG00000112130	RNF8
ENSP00000329880	ENSG00000112137	PHACTR1
ENSP00000402584	ENSG00000112139	MDGA1
ENSP00000263043	ENSG00000112144	ICK
ENSP00000244426	ENSG00000112146	FBXO9
ENSP00000368450	ENSG00000112149	CD83
ENSP00000358400	ENSG00000112159	MDN1
ENSP00000362353	ENSG00000112164	GLP1R
ENSP00000359866	ENSG00000112175	BMP5
ENSP00000257749	ENSG00000112182	BACH2
ENSP00000368341	ENSG00000112183	RBM24
ENSP00000229922	ENSG00000112186	CAP2
ENSP00000418767	ENSG00000112195	TREML2
ENSP00000359740	ENSG00000112200	ZNF451
ENSP00000359727	ENSG00000112208	BAG2
ENSP00000320413	ENSG00000112210	RAB23
ENSP00000326022	ENSG00000112214	FHL5
ENSP00000229955	ENSG00000112218	GPR63
ENSP00000281156	ENSG00000112232	KHDRBS2
ENSP00000229971	ENSG00000112234	FBXL4
ENSP00000428982	ENSG00000112237	CCNC
ENSP00000262904	ENSG00000112242	E2F3
ENSP00000359685	ENSG00000112245	PTP4A1
ENSP00000262901	ENSG00000112246	SIM1
ENSP00000358159	ENSG00000112249	ASCC3
ENSP00000313172	ENSG00000112276	BVES
ENSP00000349790	ENSG00000112280	COL9A1
ENSP00000357047	ENSG00000112282	MED23
ENSP00000352425	ENSG00000112290	WASF1
ENSP00000230036	ENSG00000112293	GPLD1
ENSP00000314649	ENSG00000112294	ALDH5A1
ENSP00000358062	ENSG00000112297	AIM1
ENSP00000356905	ENSG00000112299	VNN1
ENSP00000322276	ENSG00000112303	VNN2
ENSP00000230048	ENSG00000112304	ACOT13
ENSP00000359484	ENSG00000112305	SMAP1
ENSP00000230050	ENSG00000112306	RPS12
ENSP00000230053	ENSG00000112309	B3GAT2
ENSP00000230056	ENSG00000112312	GMNN
ENSP00000347294	ENSG00000112319	EYA4
